label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.0,0.0,0.0,-0.06448215246200562,-0.03966730833053589,-0.022036604441353802,-0.1214771568775177,-0.09812843799591064,-0.03633736804837895,-0.16571196913719177,-0.13810580968856812,-0.05044137672300053,-0.20706552267074585,-0.15059763193130493,-0.06645922721142483,-0.05872464179992676,-0.2284243106842041,-0.027630129687139515,-0.08272004127502441,-0.3224754333496094,-0.04573992625589085,-0.09481912851333618,-0.38000404834747314,-0.060556877262541775,-0.10279965400695801,-0.42843252420425415,-0.07259133816475583,-0.008826196193695068,-0.23955902457237244,-0.03483936548943234,-0.010366618633270264,-0.3459075391292572,-0.04975498080963803,-0.010451138019561768,-0.4113839864730835,-0.06469429642672253,-0.009739935398101807,-0.46546411514282227,-0.07746485234017086,0.036389708518981934,-0.22571700811386108,-0.0452105923068018,0.05891275405883789,-0.32326239347457886,-0.06807369352097226,0.07262194156646729,-0.38511642813682556,-0.08830362916702938,0.08297306299209595,-0.4395018219947815,-0.10331043214316082,0.0757409930229187,-0.1907954216003418,-0.05691928402299595,0.1224324107170105,-0.24499881267547607,-0.08205485702271176,0.1534193754196167,-0.2828328013420105,-0.09624771387095166,0.17892706394195557,-0.3186768591403961,-0.1062220072817297
1,0.0,0.0,0.0,-0.06487870216369629,-0.04066258668899536,-0.02391993395258396,-0.12110811471939087,-0.09990674257278442,-0.03902042611707657,-0.1651344895362854,-0.1402280330657959,-0.05359966262449234,-0.2060529589653015,-0.1529918909072876,-0.0699920500742337,-0.059570491313934326,-0.23239398002624512,-0.028594612620963744,-0.08289796113967896,-0.32596373558044434,-0.04739105656017273,-0.0943254828453064,-0.38323038816452026,-0.06268293365110367,-0.10139542818069458,-0.43136709928512573,-0.07506407006849258,-0.00915151834487915,-0.24361750483512878,-0.03513036622871368,-0.010512769222259521,-0.3484746813774109,-0.05100232317317932,-0.010442137718200684,-0.4131864905357361,-0.0665411646591565,-0.009406507015228271,-0.4669013023376465,-0.07959803893436401,0.03624117374420166,-0.229248046875,-0.04510754301418274,0.05831414461135864,-0.32637181878089905,-0.06911838009227722,0.07194286584854126,-0.38707152009010315,-0.08996297373641937,0.08251452445983887,-0.440982460975647,-0.10521944566835373,0.07535570859909058,-0.193767249584198,-0.056568201177015,0.12166815996170044,-0.2474929690361023,-0.08311238839496582,0.15245038270950317,-0.2845490872859955,-0.09824587359298675,0.1779109239578247,-0.32056570053100586,-0.10868199869264572
1,0.0,0.0,0.0,-0.06368064880371094,-0.03887265920639038,-0.02320445289927875,-0.11932963132858276,-0.09522742033004761,-0.03822919501084243,-0.16330602765083313,-0.13477230072021484,-0.0528622098090068,-0.20437484979629517,-0.14792829751968384,-0.06948598621505653,-0.05739486217498779,-0.2237674593925476,-0.028696881216944803,-0.08070212602615356,-0.3165772557258606,-0.0470122709693328,-0.09244751930236816,-0.37434402108192444,-0.062004291993559946,-0.0997183620929718,-0.42267441749572754,-0.07423487452882682,-0.007550716400146484,-0.23523283004760742,-0.035538890940131296,-0.009806692600250244,-0.34033656120300293,-0.05116456521767532,-0.010121524333953857,-0.4059221148490906,-0.06678078470844184,-0.009124457836151123,-0.4596637189388275,-0.0800112351598159,0.037288784980773926,-0.22185403108596802,-0.04561136065143501,0.059123694896698,-0.3196001946926117,-0.06966760901826774,0.0724327564239502,-0.3815183639526367,-0.09097341595310127,0.0827028751373291,-0.435626745223999,-0.10665591208356773,0.07606977224349976,-0.18762457370758057,-0.056997814756812204,0.12279641628265381,-0.24086850881576538,-0.08351501224655067,0.15371495485305786,-0.27803295850753784,-0.09882372764963065,0.179204523563385,-0.3133261501789093,-0.10953062174934303
1,0.0,0.0,0.0,-0.06378579139709473,-0.03792065382003784,-0.02418012875352815,-0.11949223279953003,-0.09354716539382935,-0.03984955470298246,-0.1634024977684021,-0.13262426853179932,-0.05507350485061124,-0.20416438579559326,-0.14630508422851562,-0.07206529523466543,-0.057848989963531494,-0.22222250699996948,-0.028567341670736823,-0.08094626665115356,-0.315064936876297,-0.047258605763659034,-0.09202957153320312,-0.37250906229019165,-0.0626930683407636,-0.09862637519836426,-0.42069119215011597,-0.0752042993459554,-0.008152186870574951,-0.23384922742843628,-0.0350734531435819,-0.009965956211090088,-0.3376805782318115,-0.05081999446485952,-0.009894013404846191,-0.40245699882507324,-0.06650103028152898,-0.008663475513458252,-0.45595958828926086,-0.07980674649809316,0.03653252124786377,-0.22058027982711792,-0.04499718318913892,0.05868655443191528,-0.31665128469467163,-0.06864807154272512,0.07221901416778564,-0.3773611783981323,-0.08909243489836172,0.08292096853256226,-0.43109506368637085,-0.10419791336391881,0.07514828443527222,-0.18629205226898193,-0.05646557132934049,0.12108707427978516,-0.2391405701637268,-0.08216583128307775,0.15139168500900269,-0.2760370373725891,-0.09655268634890035,0.17653465270996094,-0.31143662333488464,-0.10661937440966085
1,0.0,0.0,0.0,-0.06363481283187866,-0.03953832387924194,-0.022698074452591754,-0.11872091889381409,-0.09694808721542358,-0.03761447580905042,-0.16102123260498047,-0.13595926761627197,-0.0522433443591126,-0.2014710009098053,-0.14874446392059326,-0.06883925559372983,-0.0562436580657959,-0.2248769998550415,-0.02865794660897336,-0.07924604415893555,-0.31641626358032227,-0.04765657695384107,-0.09041744470596313,-0.3729376196861267,-0.06318404140324674,-0.09732097387313843,-0.4210549592971802,-0.07574797781558118,-0.006943345069885254,-0.23572158813476562,-0.03588545682282529,-0.00867682695388794,-0.33949121832847595,-0.052139129363013126,-0.008760809898376465,-0.40362221002578735,-0.06790325405449948,-0.007945477962493896,-0.4574810564517975,-0.08117700728030286,0.03737598657608032,-0.22178524732589722,-0.04629243897647939,0.05879354476928711,-0.31837278604507446,-0.07047124566884122,0.07243520021438599,-0.37844300270080566,-0.0907066127881535,0.08307087421417236,-0.43228524923324585,-0.10550089540333829,0.0756382942199707,-0.18691635131835938,-0.05807014169545255,0.12100875377655029,-0.2413375973701477,-0.08437027397008023,0.15162163972854614,-0.27856922149658203,-0.09876700105519376,0.17693042755126953,-0.31454068422317505,-0.10872148337216458
1,0.0,0.0,0.0,-0.06289446353912354,-0.03849947452545166,-0.022872073463133802,-0.11844083666801453,-0.09420537948608398,-0.03825573053114795,-0.1627315878868103,-0.13138681650161743,-0.0532135720168867,-0.20370256900787354,-0.1426302194595337,-0.07013514440410518,-0.057249367237091064,-0.21928435564041138,-0.02966148953788661,-0.07987064123153687,-0.3110469579696655,-0.048224376401833524,-0.09098464250564575,-0.3674829602241516,-0.06320477824561976,-0.09824174642562866,-0.4152439534664154,-0.07537121873252772,-0.008127450942993164,-0.22950714826583862,-0.036663809678486814,-0.009414851665496826,-0.33267083764076233,-0.05268329929464244,-0.009198367595672607,-0.39710402488708496,-0.06842632394187831,-0.008237838745117188,-0.4505595862865448,-0.08176756452672862,0.0355495810508728,-0.21550190448760986,-0.0467438454543867,0.05696815252304077,-0.310425728559494,-0.07070778857820414,0.07042217254638672,-0.37108898162841797,-0.09156900446765803,0.08042126893997192,-0.42474496364593506,-0.106880677751235,0.0729791522026062,-0.18159085512161255,-0.058077746889523496,0.11784273386001587,-0.2350749969482422,-0.08388196479432963,0.14779192209243774,-0.27235621213912964,-0.09846333216779612,0.17201930284500122,-0.3082447946071625,-0.10875232320182704
1,0.0,0.0,0.0,-0.06215876340866089,-0.04086267948150635,-0.02162944854063653,-0.11708769202232361,-0.09698420763015747,-0.036537613280245296,-0.16078054904937744,-0.13526910543441772,-0.05130236551923417,-0.20193079113960266,-0.14732980728149414,-0.06793747425837182,-0.05780494213104248,-0.22410798072814941,-0.026834621586033336,-0.08047586679458618,-0.3142641484737396,-0.04468315795821809,-0.09196388721466064,-0.3696078658103943,-0.0594817395584073,-0.09938114881515503,-0.4163056015968323,-0.07146727622313165,-0.009249091148376465,-0.23446524143218994,-0.0341276894585576,-0.011021435260772705,-0.336228609085083,-0.04918299943966531,-0.01084059476852417,-0.39941030740737915,-0.0642989236192193,-0.009173750877380371,-0.4516391158103943,-0.07711066634220742,0.034427523612976074,-0.22028189897537231,-0.044520649619528285,0.055592119693756104,-0.3140789568424225,-0.06736984432501458,0.06919360160827637,-0.3732047379016876,-0.08722345859570169,0.07994067668914795,-0.4250953793525696,-0.10185133994383477,0.07210522890090942,-0.18593096733093262,-0.05619623468084001,0.11670607328414917,-0.23899692296981812,-0.08080929846329354,0.14675313234329224,-0.2752997875213623,-0.09437303573650979,0.17170172929763794,-0.3100736737251282,-0.10386679650110864
1,0.0,0.0,0.0,-0.062123775482177734,-0.03560805320739746,-0.0230266967402315,-0.11632910370826721,-0.08759623765945435,-0.03803240820630549,-0.1590321660041809,-0.12360495328903198,-0.052502400575718866,-0.1986801028251648,-0.1361449956893921,-0.06889031395181178,-0.05580496788024902,-0.21347171068191528,-0.02864682242139338,-0.07837063074111938,-0.3014926612377167,-0.04625545009835719,-0.08953040838241577,-0.35615360736846924,-0.06075993120535372,-0.09620803594589233,-0.4023078680038452,-0.07256926163896082,-0.007409512996673584,-0.22474777698516846,-0.0349137814329481,-0.009684979915618896,-0.3248266279697418,-0.04972185507281779,-0.009912490844726562,-0.3876613974571228,-0.06463840171559809,-0.008546888828277588,-0.4394971430301666,-0.07745760992034434,0.035887062549591064,-0.21149730682373047,-0.04429504960640429,0.05660432577133179,-0.3036791682243347,-0.06721823975308894,0.06937569379806519,-0.3626711964607239,-0.08741447642310618,0.07950764894485474,-0.4146684408187866,-0.10238194778426646,0.072975754737854,-0.17815756797790527,-0.05499907523258685,0.1172303557395935,-0.22922217845916748,-0.08013578072055338,0.14664959907531738,-0.26493820548057556,-0.09437664911015986,0.171062171459198,-0.29919135570526123,-0.10443442627652644
1,0.0,0.0,0.0,-0.06204169988632202,-0.03863877058029175,-0.023358861171772105,-0.11572527885437012,-0.09257638454437256,-0.03827333841579161,-0.15793287754058838,-0.13010567426681519,-0.05259279180424414,-0.19785809516906738,-0.14290273189544678,-0.06863755378978453,-0.05734652280807495,-0.21612250804901123,-0.027455799468924624,-0.07925379276275635,-0.30373549461364746,-0.04559746775882445,-0.08983558416366577,-0.35753726959228516,-0.06044237334387503,-0.09641319513320923,-0.40319588780403137,-0.07243750635640822,-0.010160624980926514,-0.22744452953338623,-0.03342473898189269,-0.010890662670135498,-0.3267545700073242,-0.048945643195082766,-0.010344743728637695,-0.38804134726524353,-0.06390798483150206,-0.00854557752609253,-0.4394981265068054,-0.07648642007367812,0.03220099210739136,-0.21438735723495483,-0.04275443796174727,0.053580284118652344,-0.3066996932029724,-0.06595733407991133,0.06628525257110596,-0.3646988272666931,-0.08577643726127349,0.07644516229629517,-0.4166417419910431,-0.10034221056955062,0.06858724355697632,-0.18116289377212524,-0.05353610981362067,0.11238062381744385,-0.23125571012496948,-0.0787508303310176,0.1414639949798584,-0.2664404511451721,-0.09300135467307769,0.16591769456863403,-0.30125147104263306,-0.10298399273412429
1,0.0,0.0,0.0,-0.061085522174835205,-0.03711223602294922,-0.021678196178640974,-0.11374187469482422,-0.08825981616973877,-0.03592791027006115,-0.15436148643493652,-0.12410646677017212,-0.04988313457545246,-0.1928730010986328,-0.13659042119979858,-0.06570848068770374,-0.05602949857711792,-0.2108662724494934,-0.026288309978212965,-0.07666796445846558,-0.29639649391174316,-0.04345481461461986,-0.08685833215713501,-0.3491106927394867,-0.057610411109294546,-0.09330010414123535,-0.39374858140945435,-0.0692243947702309,-0.008332371711730957,-0.2218504548072815,-0.03308075657662357,-0.007792770862579346,-0.32005658745765686,-0.04762992626604046,-0.00754547119140625,-0.3806893229484558,-0.06240236377891506,-0.006348371505737305,-0.43148326873779297,-0.07501851758536304,0.03416407108306885,-0.20844745635986328,-0.042957056226100576,0.056775450706481934,-0.29867157340049744,-0.06550337365445102,0.06950169801712036,-0.3554677367210388,-0.08510776600417103,0.07935535907745361,-0.4065626859664917,-0.09969775369938816,0.07050323486328125,-0.17457234859466553,-0.054085757495727194,0.11493682861328125,-0.22351062297821045,-0.07877609870013202,0.14382731914520264,-0.258197158575058,-0.09251601985272373,0.16796612739562988,-0.2930213212966919,-0.10224584481295551
1,0.0,0.0,0.0,-0.06042122840881348,-0.037544071674346924,-0.022323394950575448,-0.11293432116508484,-0.09155529737472534,-0.037007662292666055,-0.15457633137702942,-0.1292768120765686,-0.05127208196753941,-0.19451174139976501,-0.14218169450759888,-0.06739249342317066,-0.054115355014801025,-0.21395474672317505,-0.02694239170486412,-0.07525134086608887,-0.2989855110645294,-0.04469200485581837,-0.08566689491271973,-0.35135960578918457,-0.059472861524767495,-0.09227484464645386,-0.3965561091899872,-0.07156928145522556,-0.007946968078613281,-0.2245541214942932,-0.03342642897004566,-0.008482158184051514,-0.3223447799682617,-0.048668234434074975,-0.007952094078063965,-0.38295990228652954,-0.06374527775878391,-0.006216764450073242,-0.4344683885574341,-0.0765447568261095,0.03350365161895752,-0.2108587622642517,-0.04304652550453625,0.05548828840255737,-0.30060815811157227,-0.06574911886090717,0.0685376524925232,-0.35822880268096924,-0.08526235335702381,0.07872176170349121,-0.4104337692260742,-0.09972655290002308,0.06912541389465332,-0.17708265781402588,-0.054022854950375176,0.11258047819137573,-0.22777146100997925,-0.07835622393722019,0.14152461290359497,-0.26324352622032166,-0.09195345157021961,0.16581422090530396,-0.2985695004463196,-0.10163377487296543
1,0.0,0.0,0.0,-0.05870920419692993,-0.03961169719696045,-0.02184536437590623,-0.11067846417427063,-0.09204167127609253,-0.036537287189560175,-0.15169554948806763,-0.12714260816574097,-0.05079985539515519,-0.19043037295341492,-0.14006078243255615,-0.06685778628190064,-0.053095102310180664,-0.21210730075836182,-0.027014836101727724,-0.07391536235809326,-0.2966833710670471,-0.045132899089651346,-0.08436280488967896,-0.3483377993106842,-0.05994099508126283,-0.0912179946899414,-0.39268559217453003,-0.07181709389288926,-0.006935477256774902,-0.22245067358016968,-0.03351117427547479,-0.0065711140632629395,-0.3188519775867462,-0.048836623682575464,-0.006057679653167725,-0.3783494830131531,-0.06378716359932923,-0.004635810852050781,-0.42889779806137085,-0.07633929084141755,0.03435474634170532,-0.20872461795806885,-0.043097206755476236,0.05652511119842529,-0.2974783182144165,-0.06558892260392213,0.06934463977813721,-0.35365918278694153,-0.08483413736422563,0.07915091514587402,-0.4045723080635071,-0.09908333550293946,0.0696256160736084,-0.17493319511413574,-0.053983529462414026,0.11252492666244507,-0.2232217788696289,-0.0780457420190146,0.14077097177505493,-0.25736892223358154,-0.09138357768853211,0.16435641050338745,-0.29165709018707275,-0.1008062673648169
